"Tipo di popolazione","Anno","Età","Sesso","Stato civile","Popolazione residente permanente e non permanente"
"Popolazione residente permanente","2013","81 anni","Donna","Celibe/nubile",2009
"Popolazione residente permanente","2013","81 anni","Donna","Coniugato, in unione domestica registrata",9307
"Popolazione residente permanente","2013","81 anni","Donna","Vedovo, unione domestica sciolta per decesso",12543
"Popolazione residente permanente","2013","81 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",2070
"Popolazione residente permanente","2013","81 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","82 anni","Uomo","Celibe/nubile",817
"Popolazione residente permanente","2013","82 anni","Uomo","Coniugato, in unione domestica registrata",11882
"Popolazione residente permanente","2013","82 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2849
"Popolazione residente permanente","2013","82 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",825
"Popolazione residente permanente","2013","82 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","82 anni","Donna","Celibe/nubile",1915
"Popolazione residente permanente","2013","82 anni","Donna","Coniugato, in unione domestica registrata",8168
"Popolazione residente permanente","2013","82 anni","Donna","Vedovo, unione domestica sciolta per decesso",12515
"Popolazione residente permanente","2013","82 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1899
"Popolazione residente permanente","2013","82 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","83 anni","Uomo","Celibe/nubile",723
"Popolazione residente permanente","2013","83 anni","Uomo","Coniugato, in unione domestica registrata",10595
"Popolazione residente permanente","2013","83 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2794
"Popolazione residente permanente","2013","83 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",816
"Popolazione residente permanente","2013","83 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","83 anni","Donna","Celibe/nubile",1891
"Popolazione residente permanente","2013","83 anni","Donna","Coniugato, in unione domestica registrata",7186
"Popolazione residente permanente","2013","83 anni","Donna","Vedovo, unione domestica sciolta per decesso",13032
"Popolazione residente permanente","2013","83 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1751
"Popolazione residente permanente","2013","83 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","84 anni","Uomo","Celibe/nubile",618
"Popolazione residente permanente","2013","84 anni","Uomo","Coniugato, in unione domestica registrata",9056
"Popolazione residente permanente","2013","84 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2703
"Popolazione residente permanente","2013","84 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",659
"Popolazione residente permanente","2013","84 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","84 anni","Donna","Celibe/nubile",1874
"Popolazione residente permanente","2013","84 anni","Donna","Coniugato, in unione domestica registrata",5829
"Popolazione residente permanente","2013","84 anni","Donna","Vedovo, unione domestica sciolta per decesso",12713
"Popolazione residente permanente","2013","84 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1597
"Popolazione residente permanente","2013","84 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","85 anni","Uomo","Celibe/nubile",493
"Popolazione residente permanente","2013","85 anni","Uomo","Coniugato, in unione domestica registrata",7813
"Popolazione residente permanente","2013","85 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2764
"Popolazione residente permanente","2013","85 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",526
"Popolazione residente permanente","2013","85 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","85 anni","Donna","Celibe/nubile",1710
"Popolazione residente permanente","2013","85 anni","Donna","Coniugato, in unione domestica registrata",4684
"Popolazione residente permanente","2013","85 anni","Donna","Vedovo, unione domestica sciolta per decesso",12481
"Popolazione residente permanente","2013","85 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1322
"Popolazione residente permanente","2013","85 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","86 anni","Uomo","Celibe/nubile",471
"Popolazione residente permanente","2013","86 anni","Uomo","Coniugato, in unione domestica registrata",6449
"Popolazione residente permanente","2013","86 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2547
"Popolazione residente permanente","2013","86 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",430
"Popolazione residente permanente","2013","86 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","86 anni","Donna","Celibe/nubile",1516
"Popolazione residente permanente","2013","86 anni","Donna","Coniugato, in unione domestica registrata",3758
"Popolazione residente permanente","2013","86 anni","Donna","Vedovo, unione domestica sciolta per decesso",11822
"Popolazione residente permanente","2013","86 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1165
"Popolazione residente permanente","2013","86 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","87 anni","Uomo","Celibe/nubile",407
"Popolazione residente permanente","2013","87 anni","Uomo","Coniugato, in unione domestica registrata",5507
"Popolazione residente permanente","2013","87 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2429
"Popolazione residente permanente","2013","87 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",379
"Popolazione residente permanente","2013","87 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","87 anni","Donna","Celibe/nubile",1514
"Popolazione residente permanente","2013","87 anni","Donna","Coniugato, in unione domestica registrata",3012
"Popolazione residente permanente","2013","87 anni","Donna","Vedovo, unione domestica sciolta per decesso",11329
"Popolazione residente permanente","2013","87 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",1046
"Popolazione residente permanente","2013","87 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","88 anni","Uomo","Celibe/nubile",343
"Popolazione residente permanente","2013","88 anni","Uomo","Coniugato, in unione domestica registrata",4435
"Popolazione residente permanente","2013","88 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2343
"Popolazione residente permanente","2013","88 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",291
"Popolazione residente permanente","2013","88 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","88 anni","Donna","Celibe/nubile",1453
"Popolazione residente permanente","2013","88 anni","Donna","Coniugato, in unione domestica registrata",2193
"Popolazione residente permanente","2013","88 anni","Donna","Vedovo, unione domestica sciolta per decesso",10581
"Popolazione residente permanente","2013","88 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",855
"Popolazione residente permanente","2013","88 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","89 anni","Uomo","Celibe/nubile",255
"Popolazione residente permanente","2013","89 anni","Uomo","Coniugato, in unione domestica registrata",3489
"Popolazione residente permanente","2013","89 anni","Uomo","Vedovo, unione domestica sciolta per decesso",2034
"Popolazione residente permanente","2013","89 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",208
"Popolazione residente permanente","2013","89 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","89 anni","Donna","Celibe/nubile",1183
"Popolazione residente permanente","2013","89 anni","Donna","Coniugato, in unione domestica registrata",1738
"Popolazione residente permanente","2013","89 anni","Donna","Vedovo, unione domestica sciolta per decesso",9585
"Popolazione residente permanente","2013","89 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",779
"Popolazione residente permanente","2013","89 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","90 anni","Uomo","Celibe/nubile",246
"Popolazione residente permanente","2013","90 anni","Uomo","Coniugato, in unione domestica registrata",2699
"Popolazione residente permanente","2013","90 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1842
"Popolazione residente permanente","2013","90 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",156
"Popolazione residente permanente","2013","90 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","90 anni","Donna","Celibe/nubile",1036
"Popolazione residente permanente","2013","90 anni","Donna","Coniugato, in unione domestica registrata",1213
"Popolazione residente permanente","2013","90 anni","Donna","Vedovo, unione domestica sciolta per decesso",8440
"Popolazione residente permanente","2013","90 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",571
"Popolazione residente permanente","2013","90 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","91 anni","Uomo","Celibe/nubile",186
"Popolazione residente permanente","2013","91 anni","Uomo","Coniugato, in unione domestica registrata",1956
"Popolazione residente permanente","2013","91 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1591
"Popolazione residente permanente","2013","91 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",114
"Popolazione residente permanente","2013","91 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","91 anni","Donna","Celibe/nubile",855
"Popolazione residente permanente","2013","91 anni","Donna","Coniugato, in unione domestica registrata",854
"Popolazione residente permanente","2013","91 anni","Donna","Vedovo, unione domestica sciolta per decesso",7134
"Popolazione residente permanente","2013","91 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",545
"Popolazione residente permanente","2013","91 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","92 anni","Uomo","Celibe/nubile",123
"Popolazione residente permanente","2013","92 anni","Uomo","Coniugato, in unione domestica registrata",1542
"Popolazione residente permanente","2013","92 anni","Uomo","Vedovo, unione domestica sciolta per decesso",1344
"Popolazione residente permanente","2013","92 anni","Uomo","Divorziato, non coniugato, unione domestica sciolta giudizialmente",83
"Popolazione residente permanente","2013","92 anni","Uomo","Senza indicazione",0
"Popolazione residente permanente","2013","92 anni","Donna","Celibe/nubile",756
"Popolazione residente permanente","2013","92 anni","Donna","Coniugato, in unione domestica registrata",602
"Popolazione residente permanente","2013","92 anni","Donna","Vedovo, unione domestica sciolta per decesso",6180
"Popolazione residente permanente","2013","92 anni","Donna","Divorziato, non coniugato, unione domestica sciolta giudizialmente",450
"Popolazione residente permanente","2013","92 anni","Donna","Senza indicazione",0
"Popolazione residente permanente","2013","93 anni","Uomo","Celibe/nubile",94
